Classification Id,Currency ISO Code,Default,Default Quantity,Max Quantity,Min Quantity,Modifiable,Sequence,Apttus_Config2__ClassificationId__r.Name,Apttus_Config2__ProductId__r.Product Name
"CP-0000016027","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Basic Course"
"CP-0000016028","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Business Language Course"
"CP-0000016029","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Exam Course"
"CP-0000016030","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","General Course"
"CP-0000016032","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Junior Course"
"CP-0000016033","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Junior Intensive Course"
"CP-0000016034","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Language Experience"
"CP-0000016035","CHF","false","1.0","1.0","0.0","true","","Auckland Courses","Leader Course"
"CP-0000016036","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Cancellation Protection"
"CP-0000016037","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Cancellation Protection Flights"
"CP-0000016038","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Cancellation Protection Longterm"
"CP-0000016039","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Cancellation Protection University Admission"
"CP-0000016040","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Travel Insurance Coverage"
"CP-0000016041","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Travel Insurance Private Extension"
"CP-0000016042","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Travel insurance private extension incl. Sports suppl."
"CP-0000016043","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Travel Insurance Second Destination"
"CP-0000016044","CHF","false","1.0","1.0","0.0","true","","Auckland Insurance","Travel Insurance Sport"
"CP-0000016045","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Oneway Return Transfer - School to Airport"
"CP-0000016046","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Oneway Single Transfer - Airport to School"
"CP-0000016047","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Single and Return Transfer - Airport to School to Airport"
"CP-0000016048","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Host Family Twin"
"CP-0000016049","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Special Transfer"
"CP-0000016050","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Lodge Twin Extra Night"
"CP-0000016051","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Transfer School to School"
"CP-0000016052","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Special Travel Arrangement Arrival"
"CP-0000016053","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Host Family Single"
"CP-0000016054","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Special Travel Arrangement Departure"
"CP-0000016055","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Flight Booked by EF"
"CP-0000016056","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","No Accommodation"
"CP-0000016057","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Own Accommodation"
"CP-0000016058","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Activity Voucher - One Unit"
"CP-0000016059","CHF","false","1.0","1.0","0.0","true","","Auckland Travel","Flight Booked Locally"
"CP-0000016060","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Lodge Twin"
"CP-0000016061","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Lodge Single"
"CP-0000016062","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Manor Twin Room"
"CP-0000016063","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Rockland Residence Single"
"CP-0000016064","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Rockland Residence Twin"
"CP-0000016065","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","University Hall Single"
"CP-0000016066","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","City Lodge Single"
"CP-0000016067","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Hotel Twin"
"CP-0000016068","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Hotel Triple"
"CP-0000016069","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","AirBnB"
"CP-0000016070","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","University Hall Single Extra Night"
"CP-0000016071","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Lodge Single Extra Night"
"CP-0000016072","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Red Monkey Manor Twin Room Extra Night"
"CP-0000016073","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","City Lodge Single Extra Night"
"CP-0000016074","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Rockland Residence Single Extra Night"
"CP-0000016075","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Rockland Residence Twin Extra Night"
"CP-0000016076","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Host Family Single Extra Night"
"CP-0000016077","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Host Family Twin Extra Night"
"CP-0000016078","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Hotel Twin Extra Night"
"CP-0000016079","CHF","false","1.0","1.0","0.0","true","","Auckland Accommodation","Hotel Triple Extra Night"
"CP-0000016080","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Aqua Sports Surfing"
"CP-0000016081","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Bay of Islands and Cape Reinga"
"CP-0000016082","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Bus Pass"
"CP-0000016083","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Dinner Supplement"
"CP-0000016084","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Half Board Supplement 7 Days"
"CP-0000016085","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Hobbiton & Hamilton Gardens"
"CP-0000016086","CHF","false","1.0","1.0","0.0","true","","Auckland Other","LM visa service fee"
"CP-0000016087","CHF","false","1.0","1.0","0.0","true","","Auckland Other","LM visa service fee 20+"
"CP-0000016088","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Host Family Single"
"CP-0000016089","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Host Family Single Extra Night"
"CP-0000016090","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Host Family Twin"
"CP-0000016091","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Host Family Twin Extra Night"
"CP-0000016092","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Lunch Supplement 5 Days"
"CP-0000016093","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Lunch Supplement 7 Days"
"CP-0000016094","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Anna Ravell Single"
"CP-0000016095","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Anna Ravell Single Extra Night"
"CP-0000016096","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Anna Ravell Twin"
"CP-0000016097","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Anna Ravell Twin Extra Night"
"CP-0000016098","CHF","false","1.0","1.0","0.0","true","","Auckland Other","One-to-one Tuition"
"CP-0000016099","CHF","false","1.0","1.0","0.0","true","","Auckland Other","ONLINE One to one tuition 6 pack"
"CP-0000016100","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Rotorua, Taupo, Waitomo Weekend Trip"
"CP-0000016102","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","Basic Course"
"CP-0000016103","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","Exam Course"
"CP-0000016104","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","General Course"
"CP-0000016105","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","Intensive Course"
"CP-0000016110","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Action Football"
"CP-0000016111","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Cooking class"
"CP-0000016112","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Costa Brava and D'Ali' Museum"
"CP-0000016113","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Salsa class Barcelona"
"CP-0000016114","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Water Park"
"CP-0000016115","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Supervised Transfer Supplement - Minor"
"CP-0000016116","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Visa"
"CP-0000016117","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Visa Service"
"CP-0000016118","CHF","false","1.0","1.0","0.0","true","","Auckland Other","Visa Handling Fee"
"CP-0000016119","CHF","false","1.0","1.0","0.0","true","","Auckland Other","YAF visa service fee"
"CP-0000016120","CHF","false","1.0","1.0","0.0","true","","Auckland Other","YAF visa service fee 20+"
"CP-0000016121","CHF","true","1.0","1.0","0.0","false","","Boston Courses","Intensive Course"
"CP-0000016122","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Barcelona"
"CP-0000016123","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Boston"
"CP-0000016124","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Bournemouth"
"CP-0000016125","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Brisbane"
"CP-0000016126","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Bristol"
"CP-0000016127","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Chicago"
"CP-0000016128","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Costa Rica"
"CP-0000016129","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Dublin"
"CP-0000016130","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Honolulu"
"CP-0000016131","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","London"
"CP-0000016132","CHF","false","1.0","1.0","0.0","true","","ILS/APP Destinations","Malta St. Julian's"
"CP-0000016133","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","No Accommodation"
"CP-0000016134","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Felip Monlau Single"
"CP-0000016135","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Felip Monlau Single Extra Night"
"CP-0000016136","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Felip Monlau Twin"
"CP-0000016137","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Felip Monlau Twin Extra Night"
"CP-0000016138","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Cataluna Residence Single"
"CP-0000016139","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Cataluna Residence Single Extra Night"
"CP-0000016140","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Cataluna Residence Twin"
"CP-0000016141","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Cataluna Residence Twin Extra Night"
"CP-0000016142","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Gracia Single"
"CP-0000016143","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Gracia Single Extra Night"
"CP-0000016144","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Gracia Twin"
"CP-0000016145","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Gracia Twin Extra Night"
"CP-0000016146","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Roca Multi"
"CP-0000016147","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Roca Multi Extra Night"
"CP-0000016148","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","AirBnB"
"CP-0000016149","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Hotel Triple"
"CP-0000016150","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Hotel Triple Extra Night"
"CP-0000016151","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Hotel Twin"
"CP-0000016152","CHF","false","1.0","1.0","0.0","true","","Barcelona Accommodation","Hotel Twin Extra Night"
"CP-0000016153","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","Leader Course"
"CP-0000016154","CHF","false","1.0","1.0","0.0","true","","Barcelona Courses","Language Experience"
"CP-0000016156","CHF","false","1.0","1.0","0.0","true","","Barcelona Insurance","Travel Insurance Private Extension"
"CP-0000016157","CHF","false","1.0","1.0","0.0","true","","Barcelona Insurance","Travel insurance private extension incl. Sports suppl."
"CP-0000016158","CHF","false","1.0","1.0","0.0","true","","Barcelona Insurance","Travel Insurance Second Destination"
"CP-0000016159","CHF","false","1.0","1.0","0.0","true","","Barcelona Insurance","Travel Insurance Sport"
"CP-0000016160","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Lunch Supplement"
"CP-0000016161","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Free Apple Watch Sport"
"CP-0000016162","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Free Apple Watch Sport (Sales Office)"
"CP-0000016163","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Full Board"
"CP-0000016164","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Volunteer Experience Plus"
"CP-0000016165","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Activity Voucher - One Unit"
"CP-0000016166","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Special Diet"
"CP-0000016167","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","ONLINE One to one tuition 6 pack"
"CP-0000016168","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","One-to-one Tuition"
"CP-0000016169","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","LM visa service fee"
"CP-0000016170","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","LM visa service fee 20+"
"CP-0000016171","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Visa"
"CP-0000016172","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Visa Handling Fee"
"CP-0000016173","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","Visa Service"
"CP-0000016174","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","YAF visa service fee"
"CP-0000016175","CHF","false","1.0","1.0","0.0","true","","Barcelona Other","YAF visa service fee 20+"
"CP-0000016176","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Host Family Single"
"CP-0000016177","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","No Accommodation"
"CP-0000016178","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Homeshare Twin"
"CP-0000016179","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Multi Boston"
"CP-0000016180","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Twin Boston"
"CP-0000016181","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Single Boston"
"CP-0000016182","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Boston University Single"
"CP-0000016183","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Boston Summer Residence Multi"
"CP-0000016184","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Multi Extra Night Boston"
"CP-0000016185","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Twin Extra Night Boston"
"CP-0000016186","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","EF International House Single Extra Night Boston"
"CP-0000016187","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Boston University Single Extra Night"
"CP-0000016188","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Boston Summer Residence - Multi Extra Night"
"CP-0000016189","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Hotel Twin"
"CP-0000016190","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Hotel Triple"
"CP-0000016191","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","AirBnB"
"CP-0000016192","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Hotel Twin Extra Night"
"CP-0000016193","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Hotel Triple Extra Night"
"CP-0000016194","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Host Family Single Extra Night"
"CP-0000016195","CHF","false","1.0","1.0","0.0","true","","Boston Accommodation","Host Family Twin Extra Night"
"CP-0000016196","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Business Language Course"
"CP-0000016197","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Language Experience"
"CP-0000016198","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Exam Course"
"CP-0000016199","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Basic Course"
"CP-0000016200","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Teacher Training Course (TESOL)"
"CP-0000016201","CHF","false","1.0","1.0","0.0","true","","Boston Courses","General Course"
"CP-0000016202","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Teacher Training Course (TESOL)"
"CP-0000016203","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Junior Course"
"CP-0000016204","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Leader Course"
"CP-0000016205","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Super Intensive Course"
"CP-0000016206","CHF","false","1.0","1.0","0.0","true","","Boston Courses","Junior Intensive Course"
"CP-0000016207","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Travel Insurance Coverage"
"CP-0000016208","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Travel Insurance Private Extension"
"CP-0000016209","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Travel insurance private extension incl. Sports suppl."
"CP-0000016210","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Travel Insurance Sport"
"CP-0000016211","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Travel Insurance Second Destination"
"CP-0000016212","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Cancellation Protection"
"CP-0000016213","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Cancellation Protection Longterm"
"CP-0000016214","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Cancellation Protection Flights"
"CP-0000016215","CHF","false","1.0","1.0","0.0","true","","Boston Insurance","Cancellation Protection University Admission"
"CP-0000016216","CHF","false","1.0","1.0","0.0","true","","Boston Other","Activity Voucher - One Unit"
"CP-0000016217","CHF","false","1.0","1.0","0.0","true","","Boston Other","Special Diet"
"CP-0000016218","CHF","false","1.0","1.0","0.0","true","","Boston Other","ONLINE One to one tuition 6 pack"
"CP-0000016219","CHF","false","1.0","1.0","0.0","true","","Boston Other","One-to-one Tuition"
"CP-0000016220","CHF","false","1.0","1.0","0.0","true","","Boston Other","Lunch Supplement"
"CP-0000016221","CHF","false","1.0","1.0","0.0","true","","Boston Other","Supervised Transfer Supplement - Minor"
"CP-0000016222","CHF","false","1.0","1.0","0.0","true","","Boston Other","Half Board"
"CP-0000016223","CHF","false","1.0","1.0","0.0","true","","Boston Other","Ski Weekend"
"CP-0000016224","CHF","false","1.0","1.0","0.0","true","","Boston Other","Niagara Weekend"
"CP-0000016225","CHF","false","1.0","1.0","0.0","true","","Boston Other","New York Weekend"
"CP-0000016226","CHF","false","1.0","1.0","0.0","true","","Boston Other","Washington Weekend"
"CP-0000016227","CHF","false","1.0","1.0","0.0","true","","Boston Other","Visa"
"CP-0000016228","CHF","false","1.0","1.0","0.0","true","","Boston Other","Visa Service"
"CP-0000016229","CHF","false","1.0","1.0","0.0","true","","Boston Other","US F1 Student Visa"
"CP-0000016230","CHF","false","1.0","1.0","0.0","true","","Boston Other","YAF visa service fee 20+"
"CP-0000016231","CHF","false","1.0","1.0","0.0","true","","Boston Other","LM visa service fee 20+"
"CP-0000016232","CHF","false","1.0","1.0","0.0","true","","Boston Other","YAF visa service fee"
"CP-0000016233","CHF","false","1.0","1.0","0.0","true","","Boston Other","LM visa service fee"
"CP-0000016234","CHF","false","1.0","1.0","0.0","true","","Boston Other","Visa Handling Fee"
"CP-0000016235","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Oneway Return Transfer - School to Airport"
"CP-0000016236","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Oneway Single Transfer - Airport to School"
"CP-0000016237","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Single and Return Transfer - Airport to School to Airport"
"CP-0000016238","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Special Transfer"
"CP-0000016239","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Transfer School to School"
"CP-0000016240","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Special Travel Arrangement Arrival"
"CP-0000016241","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Special Travel Arrangement Departure"
"CP-0000016242","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Flight Booked by EF"
"CP-0000016243","CHF","false","1.0","1.0","0.0","true","","Boston Travel","Flight Booked Locally"
"CP-0000016244","CHF","false","1.0","1.0","0.0","true","","London Accommodation","Ability Towers Multi"
"CP-0000016245","CHF","false","1.0","1.0","0.0","true","","London Accommodation","Ability Towers Multi Extra Night"
"CP-0000016246","CHF","false","1.0","1.0","0.0","true","","London Accommodation","Ability Towers Twin"
"CP-0000016247","CHF","false","1.0","1.0","0.0","true","","London Accommodation","Ability Towers Twin Extra Night"
"CP-0000016248","CHF","false","1.0","1.0","0.0","true","","Bournemouth Accommodation","AirBnB"
"CP-0000016249","CHF","false","1.0","1.0","0.0","true","","Brisbane Accommodation","AirBnB"
"CP-0000016250","CHF","false","1.0","1.0","0.0","true","","Bristol Accommodation","AirBnB"
"CP-0000016251","CHF","false","1.0","1.0","0.0","true","","Chicago Accommodation","AirBnB"
"CP-0000016252","CHF","false","1.0","1.0","0.0","true","","Costa Rica Accommodation","AirBnB"
"CP-0000016253","CHF","false","1.0","1.0","0.0","true","","Dublin Accommodation","AirBnB"
"CP-0000016254","CHF","false","1.0","1.0","0.0","true","","Honolulu Accommodation","AirBnB"
"CP-0000016255","CHF","false","1.0","1.0","0.0","true","","London Accommodation","AirBnB"
"CP-0000016256","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","AirBnB"
"CP-0000016257","CHF","false","1.0","1.0","0.0","true","","Miami Accommodation","AirBnB"
"CP-0000016258","CHF","false","1.0","1.0","0.0","true","","Oxford Accommodation","AirBnB"
"CP-0000016259","CHF","false","1.0","1.0","0.0","true","","Paris Accommodation","AirBnB"
"CP-0000016260","CHF","false","1.0","1.0","0.0","true","","San Diego Point Loma Accommodation","AirBnB"
"CP-0000016261","CHF","false","1.0","1.0","0.0","true","","San Francisco Down Town Accommodation","AirBnB"
"CP-0000016262","CHF","false","1.0","1.0","0.0","true","","Santa Barbara Accommodation","AirBnB"
"CP-0000016263","CHF","false","1.0","1.0","0.0","true","","Singapore Accommodation","AirBnB"
"CP-0000016264","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Allegro Residence Single Off Peak"
"CP-0000016265","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Allegro Residence Single Off Peak Extra Night"
"CP-0000016266","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Allegro Residence Single Peak"
"CP-0000016267","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Allegro Residence Single Peak Extra Night"
"CP-0000016268","CHF","false","1.0","1.0","0.0","true","","Honolulu Other","Aqua Sport"
"CP-0000016269","CHF","false","1.0","1.0","0.0","true","","Santa Barbara Other","Aqua Sports (Surfing)"
"CP-0000016270","CHF","false","1.0","1.0","0.0","true","","Brisbane Insurance","Australia Overseas Health Cover"
"CP-0000016271","CHF","false","1.0","1.0","0.0","true","","Brisbane Other","Australia Zoo"
"CP-0000016272","CHF","false","1.0","1.0","0.0","true","","Chicago Accommodation","Automatic Lofts Single"
"CP-0000016273","CHF","false","1.0","1.0","0.0","true","","Chicago Accommodation","Automatic Lofts Single Extra Night"
"CP-0000016274","CHF","false","1.0","1.0","0.0","true","","Paris Other","Ball sports"
"CP-0000016275","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Bay Residence Single Off Peak"
"CP-0000016276","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Bay Residence Single Off Peak Extra Night"
"CP-0000016277","CHF","false","1.0","1.0","0.0","true","","Bristol Accommodation","Bristol Junior Summer Residence Twin"
"CP-0000016278","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Bay Residence Twin"
"CP-0000016279","CHF","false","1.0","1.0","0.0","true","","Bristol Accommodation","Bristol Junior Summer Residence Twin Extra Night"
"CP-0000016280","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Bay Residence Twin Extra Night"
"CP-0000016281","CHF","false","1.0","1.0","0.0","true","","Bristol Accommodation","Bristol Senior Summer Residence Single"
"CP-0000016282","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Boutique Hostel Max 10 Multi"
"CP-0000016283","CHF","false","1.0","1.0","0.0","true","","Bristol Accommodation","Bristol Senior Summer Residence Single Extra Night"
"CP-0000016284","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Boutique Hostel Max 10 Xtra Night Multi"
"CP-0000016285","CHF","false","1.0","1.0","0.0","true","","Dublin Accommodation","Buckley Hall Single"
"CP-0000016286","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Boutique Hostel Max6 Multi"
"CP-0000016287","CHF","false","1.0","1.0","0.0","true","","Dublin Accommodation","Buckley Hall Single Extra Night"
"CP-0000016288","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Accommodation","Balluta Boutique Hostel Max6 Xtra Night Multi"
"CP-0000016289","CHF","false","1.0","1.0","0.0","true","","Dublin Accommodation","Buckley Hall Twin"
"CP-0000016290","CHF","false","1.0","1.0","0.0","true","","Dublin Accommodation","Buckley Hall Twin Extra Night"
"CP-0000016291","CHF","false","1.0","1.0","0.0","true","","Bournemouth Courses","Basic Course"
"CP-0000016292","CHF","false","1.0","1.0","0.0","true","","Brisbane Courses","Basic Course"
"CP-0000016293","CHF","false","1.0","1.0","0.0","true","","Bristol Courses","Basic Course"
"CP-0000016294","CHF","false","1.0","1.0","0.0","true","","Chicago Courses","Basic Course"
"CP-0000016295","CHF","false","1.0","1.0","0.0","true","","Costa Rica Courses","Basic Course"
"CP-0000016296","CHF","false","1.0","1.0","0.0","true","","Honolulu Courses","Basic Course"
"CP-0000016297","CHF","false","1.0","1.0","0.0","true","","London Courses","Basic Course"
"CP-0000016298","CHF","false","1.0","1.0","0.0","true","","Malta St. Julian's Courses","Basic Course"
"CP-0000016299","CHF","false","1.0","1.0","0.0","true","","Miami Courses","Basic Course"
"CP-0000016300","CHF","false","1.0","1.0","0.0","true","","Oxford Courses","Basic Course"
"CP-0000016301","CHF","false","1.0","1.0","0.0","true","","Paris Courses","Basic Course"
"CP-0000016302","CHF","false","1.0","1.0","0.0","true","","San Diego Point Loma Courses","Basic Course"
"CP-0000016303","CHF","false","1.0","1.0","0.0","true","","San Francisco Down Town Courses","Basic Course"
"CP-0000016304","CHF","false","1.0","1.0","0.0","true","","Santa Barbara Courses","Basic Course"
"CP-0000016305","CHF","false","1.0","1.0","0.0","true","","Singapore Courses","Basic Course"
"CP-0000016306","CHF","false","1.0","1.0","0.0","true","","Brisbane Other","Bus Pass"
"CP-0000016307","CHF","false","1.0","1.0","0.0","true","","Singapore Other","Bus Pass"
